object defined with implicit instantiated type, file, line
discardWhitespace, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/kj/parse/char.h, //193
doubleQuotedHexBinary, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/kj/parse/char.h, //339
doubleQuotedString, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/kj/parse/char.h, //327
escapeSequence, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/kj/parse/char.h, //318
identifier, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/kj/parse/char.h, //212
integer, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/kj/parse/char.h, //243
number, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/kj/parse/char.h, //263
singleQuotedString, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/kj/parse/char.h, //333
whitespace, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/kj/parse/char.h, //191
typeless, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/capnp/capability.h, //708
piece, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/kj/std/iostream.h, //56

object defined with explicit instantiated type, file, line
hook, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/capnp/capability.h, //216
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/capnp/dynamic.h, //733
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/capnp/dynamic.h, //777
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/CapnProto/latest version/c++/src/capnp/dynamic.h, //654
