object defined with implicit instantiated type, file, line

object defined with explicit instantiated type, file, line
sources, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/sound.h, //184
bootclientlog, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/console.cpp, //98
changedents, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/entities.cpp, //658
discscores, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/scoreboard.cpp, //85
chars, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/protos.h, //559
items, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/protos.h, //152
packets, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/protos.h, //238
adminonlymaps, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/protos.h, //965
infotexts, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/protos.h, //212
playernames, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/protos.h, //210
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/geom.h, //54
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/geom.h, //52
pNode, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/bot/bot_util.h, //540
pChoiceList, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/bot/bot_util.h, //483
conlines, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/console.h, //6
history, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/console.cpp, //468
keyms, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/console.cpp, //184
releaseactions, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/console.cpp, //317
names, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/console.cpp, //287
m_WaypointList, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/bot/bot.h, //202
p, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/bot/botmanager.cpp, //427
BotNameChoices, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/bot/botmanager.cpp, //167
BotTeamChoices, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/bot/botmanager.cpp, //274
m_StoredBots, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/bot/bot.h, //352
bots, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/bot/bot.cpp, //16
ents, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/entities.cpp, //8
players, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/clientgame.cpp, //26
musics, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/sound.h, //378
gamesounds, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/audiomanager.cpp, //477
mapsounds, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/audiomanager.cpp, //477
slots, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/texture.cpp, //489
textures, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/texture.cpp, //65
events, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/server.h, //251
messages, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/server.h, //252
position, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/server.h, //252
clientssent, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/server.h, //391
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/server.h, //36
messages, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/server.h, //368
positions, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/server.h, //368
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/serverfiles.h, //229
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/serverfiles.h, //227
configsets, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/serverfiles.h, //307
ip, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/server.cpp, //2070
mask, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/server.cpp, //2070
bans, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/AssaultCube/latest version/source/src/server.cpp, //38
