object defined with implicit instantiated type, file, line

object defined with explicit instantiated type, file, line
sSerialized, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/test/script_P2SH_tests.cpp, //27
mapFileUseCount, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/db.h, //42
mapKeyMetadata, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet.h, //138
mapWallet, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet.h, //172
setKeyPool, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet.h, //137
entries, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //198
salvagedData, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //917
acentries, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //267
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //262
nOrderPosOffsets, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //276
vchKey, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //77
vTxHash, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //776
vWalletUpgrade, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //335
vchKey, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //470
vchPrivKey, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //514
vchPubKey, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //512
mi, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //822
mi, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/wallet/walletdb.cpp, //832
vCoins, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/qt/walletmodel.cpp, //63
vCoins, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/qt/walletmodel.cpp, //582
vLockedCoins, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/qt/walletmodel.cpp, //586
vecSend, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/qt/walletmodel.cpp, //197
t, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/leveldb/issues/issue178_test.cc, //30
mapMemPoolTxs, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/policy/fees.h, //267
avg, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/policy/fees.h, //100
bucketMap, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/policy/fees.h, //83
buckets, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/policy/fees.h, //82
confAvg, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/policy/fees.h, //94
curBlockConf, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/policy/fees.h, //96
curBlockTxCt, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/policy/fees.h, //90
curBlockVal, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/policy/fees.h, //102
oldUnconfTxs, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/policy/fees.h, //115
txCtAvg, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/policy/fees.h, //88
unconfTxs, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/policy/fees.h, //113
forward, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/leveldb/db/db_test.cc, //312
files, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/leveldb/db/db_test.cc, //412
filenames, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/leveldb/db/db_test.cc, //474
filenames, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/leveldb/db/db_test.cc, //489
counter_, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/leveldb/db/db_test.cc, //168
state, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/leveldb/db/db_test.cc, //1744
t, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/leveldb/db/db_test.cc, //1749
values, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/leveldb/db/db_test.cc, //972
mt, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Bitcoin/latest version/src/leveldb/db/db_test.cc, //1798
