object defined with implicit instantiated type, file, line
foldingDotsFactory, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakTextView/src/OakTextView.mm, //973
match, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/scope/tests/t_scope_selector.cc, //90
OakSetNonEmptyString, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakFilterList/src/BundleItemChooser.mm, //570
format, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakFilterList/src/BundleItemChooser.mm, //575
OakContainsString, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakFilterList/src/BundleItemChooser.mm, //749
is_substr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakFilterList/src/BundleItemChooser.mm, //781

object defined with explicit instantiated type, file, line
info, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/DocumentWindow/src/FileTypeDialog.mm, //102
info, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/BundleEditor/src/BundleEditor.mm, //403
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/BundleEditor/src/BundleEditor.mm, //291
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/BundleEditor/src/BundleEditor.mm, //194
converters, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/BundleEditor/src/BundleEditor.mm, //183
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/BundleEditor/src/BundleEditor.mm, //61
dummy, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/BundleEditor/src/BundleEditor.mm, //67
record, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakFilterList/src/FileChooser.mm, //644
record, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakFilterList/src/FileChooser.mm, //290
record, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakFilterList/src/FileChooser.mm, //556
record, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakFilterList/src/FileChooser.mm, //595
record, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakFilterList/src/FileChooser.mm, //660
record, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakFilterList/src/FileChooser.mm, //364
record, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakFilterList/src/FileChooser.mm, //530
UTF8LengthCodes, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/text/src/utf8.h, //189
__begin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/text/src/utf8.h, //203
__end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/text/src/utf8.h, //203
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/text/src/utf8.h, //203
code, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/text/src/utf8.h, //203
__begin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/text/src/utf8.h, //221
__end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/text/src/utf8.h, //221
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/text/src/utf8.h, //221
code, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/text/src/utf8.h, //221
FontTraits, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/Find/src/attr_string.h, //130
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/Find/src/attr_string.h, //141
headers, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Shared/include/test/web_server.h, //44
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakTextView/src/OakTextView.mm, //3311
qualNames, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakTextView/src/OakTextView.mm, //3286
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakTextView/src/OakTextView.mm, //3654
map, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/OakTextView/src/OakTextView.mm, //3646
_left, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/regexp/src/parse_glob.cc, //94
_right, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/regexp/src/parse_glob.cc, //95
_type, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/regexp/src/parse_glob.cc, //92
_last, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/regexp/src/parse_glob.cc, //172
_root, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/regexp/src/parse_glob.cc, //171
localRoot, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/regexp/src/parse_glob.cc, //127
oldLast, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/regexp/src/parse_glob.cc, //122
oldRoot, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Frameworks/regexp/src/parse_glob.cc, //121
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Applications/mate/src/mate.cc, //315
addToRecent, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Applications/mate/src/mate.cc, //297
args, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Applications/mate/src/mate.cc, //310
changeDir, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Applications/mate/src/mate.cc, //295
keepEscapes, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Applications/mate/src/mate.cc, //298
shouldWait, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Applications/mate/src/mate.cc, //296
state, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Applications/mate/src/mate.cc, //465
state, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Applications/mate/src/mate.cc, //535
special, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/TextMate/latest version/Applications/gtm/src/gtm.cc, //37
