object defined with implicit instantiated type, file, line
out, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/main.cpp, //57
iterator, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/lib/RulesetFilter.cpp, //48
iterator, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/lib/RulesetFilter.cpp, //38
commentLinesIt, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/lib/helper/SuppressHelper.cpp, //119
commentRangesIt, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/lib/helper/SuppressHelper.cpp, //154

object defined with explicit instantiated type, file, line
selectorStrings, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/rules/basic/ThrowExceptionFromFinallyBlockRule.cpp, //46
__begin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/main.cpp, //37
__end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/main.cpp, //37
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/main.cpp, //37
rulePath, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/main.cpp, //37
results, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/main.cpp, //101
__begin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/main.cpp, //77
__end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/main.cpp, //77
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/main.cpp, //77
results, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/main.cpp, //190
_actions, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/include/oclint/CompilerInstance.h, //23
__begin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/lib/CompilerInstance.cpp, //96
__end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/lib/CompilerInstance.cpp, //96
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/lib/CompilerInstance.cpp, //96
arrayGetSelectors, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/rules/migration/ObjCObjectSubscriptingRule.cpp, //14
arraySetSelectors, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/rules/migration/ObjCObjectSubscriptingRule.cpp, //24
dictGetSelectors, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/rules/migration/ObjCObjectSubscriptingRule.cpp, //34
dictSetSelectors, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/rules/migration/ObjCObjectSubscriptingRule.cpp, //44
_disabled, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/include/oclint/RulesetFilter.h, //23
_enabled, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/include/oclint/RulesetFilter.h, //22
names, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/lib/RulesetFilter.cpp, //77
rules, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/lib/RulesetFilter.cpp, //76
filteredRules, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-driver/lib/RulesetFilter.cpp, //57
__begin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-reporters/reporters/XMLReporter.cpp, //26
__end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-reporters/reporters/XMLReporter.cpp, //26
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-reporters/reporters/XMLReporter.cpp, //26
__begin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/AbstractResults.cpp, //20
__end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/AbstractResults.cpp, //20
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/AbstractResults.cpp, //20
__begin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/AbstractResults.cpp, //38
__end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/AbstractResults.cpp, //38
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/AbstractResults.cpp, //38
_rules, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/RuleSet.cpp, //9
_violations, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/include/oclint/UniqueResults.h, //14
__begin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/test/basic/DeadCodeRuleTest.cpp, //211
__end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/test/basic/DeadCodeRuleTest.cpp, //211
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/test/basic/DeadCodeRuleTest.cpp, //211
code, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/test/basic/DeadCodeRuleTest.cpp, //211
__begin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/UniqueResults.cpp, //48
__begin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/UniqueResults.cpp, //50
__end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/UniqueResults.cpp, //48
__end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/UniqueResults.cpp, //50
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/UniqueResults.cpp, //48
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/UniqueResults.cpp, //50
set, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-core/lib/UniqueResults.cpp, //46
__begin, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/rules/convention/ParameterReassignmentRule.cpp, //31
__end, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/rules/convention/ParameterReassignmentRule.cpp, //31
__range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/rules/convention/ParameterReassignmentRule.cpp, //31
name, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/rules/convention/ParameterReassignmentRule.cpp, //31
_names, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/rules/convention/ParameterReassignmentRule.cpp, //13
names, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/OCLint/latest version/oclint-rules/rules/convention/ParameterReassignmentRule.cpp, //71
