object defined with implicit instantiated type, file, line

object defined with explicit instantiated type, file, line
counterMap, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.cpp, //121
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.cpp, //127
resultPair, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.cpp, //396
counterMap, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.cpp, //137
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.cpp, //143
resultPair, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.cpp, //176
variants, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.cpp, //558
counters, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.cpp, //98
suggestionItr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.cpp, //506
variants, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.cpp, //568
variantsItr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.cpp, //572
suggestions, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/ios/KiwixTest/reader.h, //86
suggestionsOffset, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/ios/KiwixTest/reader.h, //87
tokens, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/stringTools.cpp, //180
tokens, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/ios/KiwixTest/stringTools.cpp, //163
stopWords, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/indexer.h, //82
toIndexQueue, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/indexer.h, //134
toParseQueue, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/indexer.h, //127
resourceMap, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/resourceTools.h, //39214
it, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/resourceTools.cpp, //5
impl, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/ios/KiwixTest/zim/file.h, //36
resultOffset, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/searcher.h, //80
results, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/searcher.h, //79
m, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/resourceTools.h, //39182
fFields, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/ios/KiwixTest/unicode/sortkey.h, //311
named_ents, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/xapian/htmlparse.cc, //48
parameters, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/xapian/htmlparse.h, //32
suggestions, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.h, //88
suggestionsOffset, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/kiwix/reader.h, //89
ret, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //667
traversal_queue, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //174
comp, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //1575
comp, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //1583
parents, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //1863
tmp, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //797
comp, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //1507
eit, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //1532
nit, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //1532
nodes, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //1520
tmp, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //1620
first_child, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //49
last_child, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //49
next_sibling, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //50
parent, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Kiwix/latest version/src/common/tree.h, //48
