object defined with implicit instantiated type, file, line

object defined with explicit instantiated type, file, line
cast, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //246
cast_event, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //277
cast_event_all, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //323
emote, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //225
invincibility_hp_level, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //400
killed_monster, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //361
morph, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //215
mount, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //406
quest_event, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //270
quest_event_all, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //317
random_emote, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //239
random_phase, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //342
random_phase_range, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //348
random_sound, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //232
raw, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //413
remove_aura, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //329
set_faction, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //209
set_inc_phase, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //312
set_inst_data, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //367
set_inst_data64, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //373
set_phase, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //307
set_sheath, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //389
set_unit_field, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //284
sound, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //220
summon, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //253
summon_id, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //355
text, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //204
threat_all_pct, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //264
threat_single_pct, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //259
unit_flag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //291
update_template, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //379
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //196
buffed, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //546
friendly_buff, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //516
friendly_hp, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //500
friendly_is_cc, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/ArkCORE/latest version/src/server/game/AI/EventAI/CreatureEventAI.h, //508
