object defined with implicit instantiated type, file, line
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/console.cpp, //420
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/console.cpp, //435
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/console.cpp, //230
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/console.cpp, //242

object defined with explicit instantiated type, file, line
psDamaged, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/projectiledef.h, //61
localTemplates, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/hci.cpp, //304
asPlayerResList, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/research.cpp, //63
asResearch, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/research.cpp, //55
asProductionRun, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/structure.cpp, //128
pIMD, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/structuredef.h, //118
sortedList, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/game.cpp, //4355
sSave, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/game.cpp, //6583
buttons, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/multiint.h, //74
frameHold, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/seqdisp.cpp, //148
videoPlaying, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/seqdisp.cpp, //143
sqr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/func_geometric.inl, //52
sqr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/func_geometric.inl, //64
sqr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/func_geometric.inl, //76
sqr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/func_geometric.inl, //231
sqr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/func_geometric.inl, //243
sqr, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/func_geometric.inl, //255
imageDefs, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/lib/ivis_opengl/ivisdef.h, //162
pages, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/lib/ivis_opengl/ivisdef.h, //161
AvailableOrders, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/intorder.cpp, //339
NewAvailableOrders, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/intorder.cpp, //1009
SelectedDroids, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/intorder.cpp, //337
orders, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/intorder.cpp, //366
orders, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/intorder.cpp, //394
apsObjectList, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/hci.cpp, //320
apsTemplateList, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/hci.cpp, //303
asJumpPos, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/hci.cpp, //331
researches, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/hci.cpp, //3364
researches, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/hci.cpp, //3998
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/hci.cpp, //1011
retIDs, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/hci.cpp, //1212
rit, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/hci.cpp, //1267
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/type_vec3.hpp, //77
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/type_vec3.hpp, //78
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/type_vec3.hpp, //79
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/type_vec3.hpp, //63
upgrade, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //368
psProjectileListOld, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/projectile.cpp, //1328
psProjectileList, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/projectile.cpp, //85
base, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //467
ppIMDList, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //455
ppMoveIMDList, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //456
ppStillIMDList, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //457
upgrade, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //467
base, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //425
upgrade, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //425
base, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //322
upgrade, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //322
base, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //340
upgrade, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //340
base, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //305
upgrade, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //305
base, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/statsdef.h, //368
mapUnsorted_WEAPON_EFFECT, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/stats.cpp, //1583
map_WEAPON_EFFECT, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/stats.cpp, //1593
wz2100icon, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/lib/sdl/wz2100icon.h, //32
callbacks, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/qtscript.cpp, //1261
i, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/keyedit.cpp, //343
mappings, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/keyedit.cpp, //332
v, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/lib/script/interpreter.h, //74
Result, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/type_mat4x2.inl, //593
bucketArray, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/bucket3d.cpp, //60
thisTag, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/bucket3d.cpp, //427
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/type_vec2.hpp, //77
[unnamed], ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/3rdparty/glm/core/type_vec2.hpp, //63
pPRList, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/researchdef.h, //55
pRedArtefacts, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/researchdef.h, //58
pRedStructs, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/researchdef.h, //57
pStructList, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/researchdef.h, //56
pStructureResults, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/researchdef.h, //59
base, ///media/data/home/wudi/CPPTemplateExperiment_NewPaper_revised/Projects/Warzone2100/latest version/src/structuredef.h, //142
