class template, instantiations, multiple overload instantiations, loc, definition file path, line
Str::BasicStringRef, //5, //3, //146, //src/common/String.h, //34
nacl::scoped_array, //6, //2, //42, //src/libs/nacl/native_client/src/include/nacl_scoped_ptr.h, //165
nacl::scoped_ptr, //6, //2, //43, //src/libs/nacl/native_client/src/include/nacl_scoped_ptr.h, //61
nacl::scoped_ptr_malloc, //6, //2, //51, //src/libs/nacl/native_client/src/include/nacl_scoped_ptr.h, //272
Opt::optional, //48, //3, //192, //src/common/Optional.h, //95
rcScopedDelete, //29, //7, //10, //src/libs/recast/RecastAlloc.h, //105
dtFixedArray, //12, //6, //14, //src/libs/detour/DetourTileCacheBuilder.cpp, //29
Cvar::Cvar, //23, //5, //54, //src/common/Cvar.h, //88
Cvar::Callback, //3, //1, //23, //src/common/Cvar.h, //123
FS::DirectoryIterator, //12, //2, //41, //src/engine/framework/FileSystem.h, //151
std::hash, //0, //0, //6, //src/common/Optional.h, //446
Opt::detail::is_assignable, //1, //1, //1, //src/common/Optional.h, //79
Opt::detail::is_nothrow_move_assignable, //1, //1, //1, //src/common/Optional.h, //81
Opt::detail::is_nothrow_move_constructible, //1, //1, //1, //src/common/Optional.h, //82
Opt::detail::is_nothrow_swappable, //0, //0, //1, //src/common/Optional.h, //91
tinyformat::detail::convertToInt, //1, //1, //9, //src/libs/tinyformat/tinyformat.h, //233
tinyformat::detail::convertToInt, //0, //0, //5, //src/libs/tinyformat/tinyformat.h, //244
tinyformat::detail::formatValueAsType, //2, //2, //4, //src/libs/tinyformat/tinyformat.h, //196
tinyformat::detail::formatValueAsType, //0, //0, //6, //src/libs/tinyformat/tinyformat.h, //203
tinyformat::detail::is_convertible, //3, //3, //20, //src/libs/tinyformat/tinyformat.h, //156
tinyformat::detail::is_wchar, //1, //1, //1, //src/libs/tinyformat/tinyformat.h, //186
tinyformat::detail::is_wchar, //0, //0, //1, //src/libs/tinyformat/tinyformat.h, //189
tinyformat::detail::is_wchar, //0, //0, //1, //src/libs/tinyformat/tinyformat.h, //190
nacl::CheckedCast::TruncationPolicyAbort, //1, //1, //11, //src/libs/nacl/native_client/src/include/checked_cast.h, //84
nacl::CheckedCast::TruncationPolicySaturate, //1, //1, //19, //src/libs/nacl/native_client/src/include/checked_cast.h, //79
nacl::CheckedCast::detail::CastInfo, //3, //1, //34, //src/libs/nacl/native_client/src/include/checked_cast.h, //247
nacl::CheckedCast::detail::RangeDetail, //1, //0, //10, //src/libs/nacl/native_client/src/include/checked_cast.h, //147
