class template, instantiations, multiple overload instantiations, loc, definition file path, line
zim::Cache, //3, //3, //84, //src/zimlib/include/zim/cache.h, //29
CTPP::CharIterator, //1, //1, //32, //src/ctpp2/include/CTPP2CharIterator.hpp, //49
zim::SmartPtr, //5, //4, //39, //src/zimlib/include/zim/smartptr.h, //35
CTPP::SymbolTable, //10, //2, //96, //src/ctpp2/include/CTPP2SymbolTable.hpp, //53
CTPP::SymbolTable::SymbolRecord, //12, //2, //8, //src/ctpp2/include/CTPP2SymbolTable.hpp, //60

function template, instantiations, multiple overload instantiations, loc, definition file path, line
zim::fromLittleEndian, //21, //1, //15, //src/zimlib/include/zim/endian.h, //67
CTPP::DoFormat, //7, //1, //29, //src/ctpp2/src/CTPP2Sprintf.cpp, //72
CTPP::CDT::GetObject, //0, //0, //1, //src/ctpp2/include/CDT.hpp, //1620
CTPP::CDT::GetObject, //0, //0, //1, //src/ctpp2/include/CDT.hpp, //1632
zim::toLittleEndian, //15, //1, //17, //src/zimlib/include/zim/endian.h, //48
zim::fromBigEndian, //0, //0, //15, //src/zimlib/include/zim/endian.h, //104
zim::toBigEndian, //0, //0, //17, //src/zimlib/include/zim/endian.h, //85

