class template, instantiations, multiple overload instantiations, loc, definition file path, line
threading::InputMessage, //0, //0, //10, //src/threading/MsgThread.h, //378
H3, //2, //1, //44, //src/H3.h, //65
threading::Queue, //12, //3, //130, //src/threading/Queue.h, //29
threading::OutputMessage, //2, //1, //10, //src/threading/MsgThread.h, //407

function template, instantiations, multiple overload instantiations, loc, definition file path, line
CompositeHash::AlignAndPadType, //13, //1, //4, //src/CompHash.h, //54
CompositeHash::AlignType, //13, //1, //4, //src/CompHash.h, //60
atoi_n, //11, //3, //33, //src/util.cc, //408
CompositeHash::SizeAlignType, //0, //0, //4, //src/CompHash.h, //66
match_not_and, //1, //1, //10, //src/RuleMatcher.cc, //469
match_not_and, //1, //1, //12, //src/RuleMatcher.cc, //482
match_or, //5, //1, //9, //src/RuleMatcher.cc, //442
match_or, //5, //1, //12, //src/RuleMatcher.cc, //454
delete_each, //2, //1, //6, //src/util.h, //87

