class template, instantiations, multiple overload instantiations, loc, definition file path, line
SwigValueWrapper, //2, //1, //13, //aux/broctl/aux/pysubnettree/SubnetTree_wrap.cc, //15
binpac::const_datastring, //4, //2, //44, //aux/binpac/lib/binpac_bytestring.h, //14
binpac::datastring, //3, //1, //78, //aux/binpac/lib/binpac_bytestring.h, //71
H3, //2, //1, //44, //src/H3.h, //62

function template, instantiations, multiple overload instantiations, loc, definition file path, line
delete_each, //2, //1, //6, //src/util.h, //82
CompositeHash::AlignAndPadType, //7, //1, //4, //src/CompHash.h, //56
CompositeHash::AlignType, //7, //1, //4, //src/CompHash.h, //62
CompositeHash::SizeAlignType, //0, //0, //4, //src/CompHash.h, //68

