class template, instantiations, multiple overload instantiations, loc, definition file path, line
kj::OneOf, //1, //1, //81, //c++/ekam-provider/c++header/kj/one-of.h, //43
kj::ArrayPtr, //235, //18, //61, //c++/ekam-provider/c++header/kj/common.h, //1100
kj::Vector, //8, //2, //67, //c++/ekam-provider/c++header/kj/vector.h, //34
kj::Array, //77, //13, //86, //c++/ekam-provider/c++header/kj/array.h, //128
kj::CappedArray, //19, //13, //22, //c++/ekam-provider/c++header/kj/array.h, //447
kj::FixedArray, //2, //1, //18, //c++/ekam-provider/c++header/kj/array.h, //422
kj::Maybe, //175, //49, //73, //c++/ekam-provider/c++header/kj/common.h, //942
kj::Range, //4, //2, //34, //c++/ekam-provider/c++header/kj/common.h, //591
kj::Repeat, //3, //1, //35, //c++/ekam-provider/c++header/kj/common.h, //651
capnp::_::ConstData, //1, //1, //14, //c++/ekam-provider/c++header/capnp/generated-header-support.h, //437
capnp::_::ConstList, //0, //0, //14, //c++/ekam-provider/c++header/capnp/generated-header-support.h, //390
capnp::_::ConstStruct, //0, //0, //14, //c++/ekam-provider/c++header/capnp/generated-header-support.h, //371
capnp::_::ConstText, //1, //1, //17, //c++/ekam-provider/c++header/capnp/generated-header-support.h, //409
capnp::_::TemporaryPointer, //5, //5, //8, //c++/ekam-provider/c++header/capnp/list.h, //40
capnp::_::DirectWireValue, //1, //1, //7, //c++/ekam-provider/c++header/capnp/endian.h, //78
kj::ArrayBuilder, //12, //1, //106, //c++/ekam-provider/c++header/kj/array.h, //284
kj::MutexGuarded, //10, //2, //50, //c++/ekam-provider/c++header/kj/mutex.h, //210
kj::Own, //204, //36, //67, //c++/ekam-provider/c++header/kj/memory.h, //99
kj::_::Tuple, //33, //5, //21, //c++/ekam-provider/c++header/kj/tuple.h, //152
kj::Promise, //132, //7, //37, //c++/ekam-provider/c++header/kj/async.h, //58
capnp::Orphan, //693, //47, //4305, //c++/ekam-provider/c++header/capnp/orphan.h, //39
capnp::RpcSystem, //14, //1, //44, //c++/ekam-provider/c++header/capnp/rpc.h, //41
capnp::SturdyRefRestorer, //5, //2, //15, //c++/ekam-provider/c++header/capnp/rpc.h, //165
capnp::VatNetwork, //17, //2, //40, //c++/ekam-provider/c++header/capnp/rpc.h, //223
capnp::_::IndexingIterator, //22, //20, //35, //c++/ekam-provider/c++header/capnp/list.h, //56
kj::DestructorOnlyDisposer, //4, //1, //7, //c++/ekam-provider/c++header/kj/memory.h, //72
kj::Maybe, //0, //0, //55, //c++/ekam-provider/c++header/kj/memory.h, //237
kj::SpaceFor, //1, //1, //14, //c++/ekam-provider/c++header/kj/memory.h, //345
kj::_::HeapDisposer, //4, //2, //5, //c++/ekam-provider/c++header/kj/memory.h, //308
kj::_::OwnOwn, //1, //0, //19, //c++/ekam-provider/c++header/kj/memory.h, //205
kj::Maybe, //0, //0, //50, //c++/ekam-provider/c++header/kj/common.h, //1037
kj::_::Deferred, //1, //0, //12, //c++/ekam-provider/c++header/kj/common.h, //1246
kj::_::NullableValue, //5, //3, //137, //c++/ekam-provider/c++header/kj/common.h, //764
kj::_::AdapterPromiseNode, //0, //0, //1, //c++/ekam-provider/c++header/kj/async-inl.h, //622
kj::_::ArrayJoinPromiseNode, //0, //0, //19, //c++/ekam-provider/c++header/kj/async-inl.h, //528
kj::_::AttachmentPromiseNode, //0, //0, //11, //c++/ekam-provider/c++header/kj/async-inl.h, //228
kj::_::EagerPromiseNode, //0, //0, //10, //c++/ekam-provider/c++header/kj/async-inl.h, //586
kj::_::ExceptionOr, //10, //2, //9, //c++/ekam-provider/c++header/kj/async-inl.h, //70
kj::_::ForkHub, //2, //0, //9, //c++/ekam-provider/c++header/kj/async-inl.h, //388
kj::_::ImmediatePromiseNode, //0, //0, //9, //c++/ekam-provider/c++header/kj/async-inl.h, //184
kj::_::TransformPromiseNode, //0, //0, //29, //c++/ekam-provider/c++header/kj/async-inl.h, //270
kj::Absolute, //5, //3, //19, //c++/ekam-provider/c++header/kj/units.h, //383
kj::PromiseFulfiller, //7, //1, //8, //c++/ekam-provider/c++header/kj/async.h, //390
capnp::CallContext, //38, //6, //95, //c++/ekam-provider/c++header/capnp/capability.h, //231
capnp::RemotePromise, //4, //3, //12, //c++/ekam-provider/c++header/capnp/capability.h, //43
capnp::Request, //21, //6, //24, //c++/ekam-provider/c++header/capnp/capability.h, //99
capnp::Response, //3, //1, //9, //c++/ekam-provider/c++header/capnp/capability.h, //125
capnp::benchmark::ProducerConsumerQueue, //8, //1, //38, //c++/ekam-provider/c++header/capnp/benchmark/common.h, //97
kj::parse::IteratorInput, //3, //2, //39, //c++/ekam-provider/c++header/kj/parse/common.h, //53
kj::parse::ParserRef, //5, //2, //39, //c++/ekam-provider/c++header/kj/parse/common.h, //109
kj::ForkedPromise, //2, //2, //10, //c++/ekam-provider/c++header/kj/async.h, //301
kj::Quantity, //25, //12, //119, //c++/ekam-provider/c++header/kj/units.h, //180
kj::parse::ConstResult_, //2, //1, //16, //c++/ekam-provider/c++header/kj/parse/common.h, //257
kj::parse::ExactlyConst_, //2, //2, //13, //c++/ekam-provider/c++header/kj/parse/common.h, //229
kj::parse::Many_, //5, //3, //18, //c++/ekam-provider/c++header/kj/parse/common.h, //356
